FID,OTC_code,X_UTMWGS84,Y_UTMWGS84,D_0_15,D_15_30,D_30_50,D_50_100,TC,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_8A,Band_11,Band_12,RVI,NDVI,GNDVI,NDI45,SAVI,EVI2,IRECl,MCARI,BI,RI,CI
162,XT51,657199,2237334,22.59,26.06,14.21,14.36,77.22,0.039236199,0.0397075,0.0553663,0.037363999,0.065648802,0.157135993,0.181178004,0.176082999,0.192017004,0.067270301,0.030101201,4.712639809,0.649899006,0.521569014,0.274574995,0.291653007,0.273984998,0.344231009,0.00074186,0.033397201,7.72953E-05,-0.194135994
163,XT53,658407,2237536,20.42,17.68,18.36,31.32,87.78,0.038150098,0.0384477,0.055243701,0.0339454,0.073577501,0.222611994,0.261133999,0.273867011,0.282355994,0.080032803,0.028706299,8.067890167,0.779440999,0.664285004,0.368593007,0.445502996,0.442550987,0.687367976,0.00142539,0.0324197,6.36566E-05,-0.238800004
164,XT06,661359,2236201,17.84,12.9,15.64,33.56,79.94,0.030807501,0.033151601,0.0527898,0.0309813,0.070820503,0.217050999,0.256983995,0.279273003,0.280387014,0.076051198,0.0248433,9.014240265,0.800284028,0.68204999,0.391339988,0.459654987,0.458566993,0.692651987,0.00144349,0.0306047,5.06699E-05,-0.260334015
165,XT11,661877,2236235,21.38,13.15,14.6,0,49.13,0.035025202,0.035296202,0.054016899,0.0336034,0.071050197,0.197228,0.231413007,0.230995998,0.244788006,0.076255403,0.029135499,6.874169827,0.746004999,0.620950997,0.357816994,0.387246013,0.376230001,0.549099028,0.0012747,0.031808101,6.09953E-05,-0.232976004
166,XT12,661932,2236183,16.43,15.77,15.66,0,47.86,0.036112599,0.034917802,0.052298799,0.0336034,0.0686372,0.187526003,0.217752993,0.208943993,0.227321997,0.065840699,0.0257018,6.21792984,0.722912014,0.599614978,0.34266001,0.354200006,0.339913994,0.503121018,0.00111289,0.031082001,5.90553E-05,-0.217636004
167,XT13,662087,2235827,13.52,10.78,11.78,0,36.08,0.0302628,0.034539402,0.055489,0.028586499,0.078400403,0.227947995,0.263155013,0.270148993,0.281423986,0.074724004,0.0243068,9.450240135,0.808616996,0.659198999,0.465606987,0.453646988,0.451095998,0.682004988,0.00225316,0.0312098,4.5345E-05,-0.319979995
168,XT14,662027,2235415,16.25,13.32,13.02,0,42.59,0.037199501,0.037313402,0.054753002,0.033375401,0.066683397,0.202689007,0.241753995,0.245113,0.254137009,0.040919501,0.0134683,7.344110012,0.760309994,0.634817004,0.332884014,0.407977998,0.399439991,0.633382022,0.00102994,0.0320617,6.09904E-05,-0.242572993
169,XT15,661964.2013,2235214.28,6.2,0,0,0,6.2,0.043033998,0.053661302,0.075565502,0.056595601,0.071280003,0.091927201,0.099389799,0.096327901,0.098208502,0.0288636,0.0123952,1.702039957,0.259817988,0.120785996,0.114834003,0.091279499,0.080615401,0.055190101,0.000228219,0.047204901,0.000242041,-0.143537
170,XT16,662078,2236204,18.44,13.21,22.77,0,54.42,0.0295818,0.033025399,0.049720701,0.030297199,0.069326699,0.219832003,0.259112,0.263837993,0.274165988,0.075847,0.0274186,8.708339691,0.793991983,0.682861984,0.391768992,0.441123009,0.436834991,0.725561023,0.00137026,0.029112101,4.56396E-05,-0.242740005
171,XT17,662806,2236260,22.77,13.18,13.86,35.62,85.43,0.030943699,0.031637002,0.053525999,0.028814601,0.074496299,0.234281003,0.26879099,0.274542987,0.291889995,0.0799307,0.026345599,9.527910233,0.81002897,0.673690021,0.442176998,0.458815008,0.457186997,0.754696012,0.00189523,0.030394601,4.44418E-05,-0.300112009
172,XT18,662869,2236089,27,11.93,16.92,37.81,93.66,0.031079801,0.033530101,0.053280599,0.0269896,0.075415097,0.239167005,0.279843986,0.290865988,0.302141011,0.0840142,0.0274186,10.77700043,0.830177009,0.690361023,0.472883999,0.483967006,0.486627012,0.801890016,0.00213065,0.0298633,3.88116E-05,-0.327531993
173,XT19,662996,2236134,24.21,13.33,18.71,27.15,83.4,0.031352099,0.031384502,0.053894199,0.0292708,0.072084203,0.203914002,0.233759001,0.266543001,0.253410012,0.073702998,0.025379799,9.106109619,0.802100003,0.663621008,0.422410011,0.447225988,0.44373399,0.578463018,0.00167723,0.030665001,4.61755E-05,-0.296077996
174,XT20,663085,2236277,27.41,9.67,13.97,33.76,84.81,0.030671399,0.034539402,0.054753002,0.029841,0.073922098,0.222946003,0.256983995,0.268234015,0.276757985,0.080441199,0.028062399,8.988759995,0.799775004,0.660957992,0.424823999,0.448065013,0.444812,0.685051024,0.00177414,0.0311784,4.87568E-05,-0.294488013
175,XT21,663233,2236175,25.42,14.16,16.34,37.65,93.57,0.039236199,0.038699701,0.061373301,0.0406674,0.077022702,0.174687997,0.197981998,0.188443005,0.199835002,0.071660899,0.0310669,4.633780003,0.644998014,0.508653998,0.308907002,0.304019988,0.287268996,0.35679099,0.00120792,0.036812101,0.000101501,-0.202917993
176,XT22,663439,2236229,14.52,11.47,16.13,40.97,83.09,0.037606899,0.040966801,0.064557701,0.044310901,0.074496299,0.123740003,0.135247007,0.156443,0.134565994,0.045414299,0.0209802,3.530580044,0.55855602,0.415769994,0.254070997,0.240024999,0.221992999,0.151048005,0.000851162,0.039150801,0.000126756,-0.185975
